0.01735110,-0.00792057,0.78355557,0.01419753,0.00383708,0.00059848,0.99989170,-0.01651172,0.00635372,0.06241390,0.16457255,-0.14747734,-0.04878704,-0.03775576,-0.04111652,-0.05698952,0.21125336,-0.19991210,0.04825932,-0.03067196,-0.03541927,0.03770559,-0.01334979,0.23870330,-0.71610826,1.09195638,-0.00225744,0.18043636,-0.06342046,-0.06647443,-0.13673441,0.47555766,1.14439559,0.00926057,0.17138775,0.05254419
0.01708256,-0.00799464,0.78366953,0.01453037,0.00396534,0.00109596,0.99988598,-0.01675886,0.00602911,0.06175126,0.16184165,-0.14629865,-0.04916758,-0.03850948,-0.04254125,-0.05872753,0.21284206,-0.20057549,0.04944517,-0.02916512,-0.03595673,0.03670658,-0.01244099,0.24058957,-0.71969050,1.08716571,-0.00193946,0.18225299,-0.07049375,-0.06795263,-0.13484924,0.47704008,1.13854396,0.00494516,0.17494671,0.05537912
0.01669354,-0.00822117,0.78372467,0.01487998,0.00387614,0.00195494,0.99987990,-0.01644208,0.00510826,0.05894877,0.15882762,-0.14380865,-0.04904290,-0.03887413,-0.04356377,-0.06077665,0.21435136,-0.20154633,0.04986897,-0.02897080,-0.03633849,0.03628244,-0.01222711,0.24276036,-0.72231740,1.07988262,0.00136949,0.18342538,-0.07664888,-0.07122835,-0.13386863,0.47923270,1.12676263,0.00045643,0.17821081,0.05608571
0.01629965,-0.00853039,0.78377056,0.01522023,0.00355572,0.00286994,0.99987376,-0.01540870,0.00411276,0.05572861,0.15554339,-0.14095746,-0.04905586,-0.03859848,-0.04422861,-0.06235993,0.21480264,-0.20161073,0.05031274,-0.02939538,-0.03678341,0.03628469,-0.01220184,0.24580008,-0.72497731,1.07003951,0.00527055,0.18688519,-0.08130817,-0.07645294,-0.13433653,0.48017418,1.10812187,-0.00631274,0.18064165,0.05436585
0.01592433,-0.00897310,0.78384215,0.01548840,0.00309262,0.00374342,0.99986821,-0.01394636,0.00357152,0.05304838,0.15221272,-0.13822137,-0.04917660,-0.03765530,-0.04440312,-0.06311204,0.21411692,-0.20121364,0.05046237,-0.03029590,-0.03698072,0.03675230,-0.01262354,0.24991201,-0.72621471,1.05534482,0.00851272,0.19213493,-0.08404359,-0.08339386,-0.13744923,0.47801423,1.08064961,-0.01498954,0.18249144,0.04904715
0.01548082,-0.00953091,0.78398746,0.01567764,0.00245298,0.00469324,0.99986309,-0.01214123,0.00344782,0.05057654,0.14895140,-0.13539350,-0.04945983,-0.03557826,-0.04403714,-0.06374709,0.21170869,-0.20018649,0.05012061,-0.03188423,-0.03682944,0.03784828,-0.01323855,0.25612646,-0.72455156,1.03091383,0.01268908,0.19929487,-0.08609965,-0.09272472,-0.14399949,0.47103685,1.04064131,-0.02459081,0.18370678,0.03916735
0.01493611,-0.01017416,0.78423512,0.01573090,0.00172668,0.00574463,0.99985832,-0.01084667,0.00370816,0.04820479,0.14647977,-0.13270101,-0.04972416,-0.03251445,-0.04316015,-0.06492687,0.20709246,-0.19814916,0.04934858,-0.03388913,-0.03617195,0.03972403,-0.01408990,0.26558432,-0.71752656,0.99192548,0.01648066,0.20732197,-0.08589905,-0.10403028,-0.15365385,0.45820144,0.98905116,-0.03531012,0.18460594,0.02676901
0.01424646,-0.01097512,0.78453064,0.01566509,0.00114852,0.00706216,0.99985170,-0.01075892,0.00434934,0.04574402,0.14472072,-0.13031030,-0.05022841,-0.02867848,-0.04193548,-0.06696451,0.19995129,-0.19496171,0.04849581,-0.03604669,-0.03497760,0.04205149,-0.01576820,0.28017148,-0.70439798,0.92980629,0.01817917,0.21568690,-0.08361039,-0.11714640,-0.16635196,0.44053367,0.92371345,-0.04672469,0.18586043,0.01539839
0.01340507,-0.01177164,0.78479236,0.01548191,0.00088889,0.00883757,0.99984068,-0.01217427,0.00517657,0.04225010,0.14358807,-0.12844215,-0.05070662,-0.02448162,-0.04071569,-0.07054722,0.19059995,-0.19099863,0.04761687,-0.03770960,-0.03322343,0.04458218,-0.01809327,0.30163610,-0.68417996,0.83514524,0.01389893,0.22358611,-0.07896253,-0.13163443,-0.18210886,0.41971016,0.84269303,-0.05717010,0.18783352,0.00745799
0.01236856,-0.01273649,0.78501970,0.01519045,0.00094171,0.01112978,0.99982226,-0.01490577,0.00600535,0.03752550,0.14264314,-0.12662001,-0.05111074,-0.02029595,-0.03964968,-0.07597799,0.17969608,-0.18641472,0.04689001,-0.03864799,-0.03084299,0.04747086,-0.02227215,0.33115867,-0.65538335,0.70423770,-0.00165118,0.22985168,-0.07037406,-0.14737333,-0.20197864,0.39706054,0.74390697,-0.06683546,0.19059126,0.00314714
0.01112263,-0.01369221,0.78520554,0.01482141,0.00122276,0.01413616,0.99978948,-0.01875908,0.00650477,0.03114465,0.14195514,-0.12428973,-0.05132723,-0.01634639,-0.03857758,-0.08305508,0.16817018,-0.18123008,0.04620697,-0.03910410,-0.02783148,0.05080025,-0.03246069,0.36861235,-0.62034154,0.54679036,-0.03333640,0.23532963,-0.05683911,-0.16539474,-0.22715536,0.37281263,0.62841308,-0.07560086,0.19351721,0.00043097
0.00962903,-0.01465353,0.78535467,0.01443235,0.00158746,0.01813029,0.99973023,-0.02309085,0.00627353,0.02223673,0.14096096,-0.12081698,-0.05119962,-0.01240763,-0.03740334,-0.09123476,0.15655892,-0.17573591,0.04578405,-0.03928644,-0.02443438,0.05475316,-0.05518965,0.41412604,-0.58428615,0.37596402,-0.08017958,0.24329863,-0.03868273,-0.18929859,-0.25843531,0.34647110,0.49970588,-0.08044086,0.19709300,-0.00451029
